836-36-7263,Sur,Sri,H,001,AG,01/2016,199483966,590,24.28,,OFFSET
836-36-7263,Sur,Sri,H,001,AG,02/2016,199483966,590,24.28,,OFFSET
836-36-7263,Sur,Sri,H,001,AG,03/2016,199483966,1053,24.28,,OFFSET
836-36-7263,Sur,Sri,H,001,AG,04/2016,199483966,1053,24.28,,OFFSET
836-36-7263,Sur,Sri,H,001,AG,05/2016,199483966,1053,24.28,,OFFSET
836-36-7263,Sur,Sri,H,001,AG,06/2016,199483966,5.72,24.28,,OFFSET
836-36-7263,Sur,Sri,H,001,AG,10/2000,199529610,85.88,21.64,,OFFSET
836-36-7263,Sur,Sri,H,012,AG,10/2018,199529611,20.54,21.64,,OFFSET
836-36-7263,Sur,Sri,H,008,IV,03/1993,199510720,71.36,21.64,,OFFSET
836-36-7263,Sur,Sri,H,002,AG,04/2015,199314535,50.80,24.28,,OFFSET
836-36-7263,Sur,Sri,H,002,AG,05/2015,199314535,286,24.28,,OFFSET
836-36-7263,Sur,Sri,H,002,AG,06/2015,199314535,181.92,24.28,,OFFSET
836-36-7263,Sur,Sri,H,001,IV,08/2000,199551752,14.40,21.64,,OFFSET
836-36-7263,Sur,Sri,H,001,IV,09/2000,199551752,20.96,21.64,,OFFSET
836-36-7263,Sur,Sri,H,001,HH,07/2014,199490619,593,24.28,,OFFSET
836-36-7263,Sur,Sri,H,001,HH,08/2014,199490619,753,24.28,,OFFSET
836-36-7263,Sur,Sri,H,001,HH,09/2014,199490619,627,24.28,,OFFSET
836-36-7263,Sur,Sri,H,002,HH,10/2016,199490620,708,24.28,,OFFSET
836-36-7263,Sur,Sri,H,002,HH,11/2016,199490620,708,24.28,,OFFSET
836-36-7263,Sur,Sri,H,002,HH,12/2016,199490620,708,24.28,,OFFSET
836-36-7263,Sur,Sri,H,002,HH,01/2017,199490620,863,24.28,,OFFSET
836-36-7263,Sur,Sri,H,002,HH,02/2017,199490620,863,24.28,,OFFSET
836-36-7263,Sur,Sri,H,002,HH,03/2017,199490620,863,24.28,,OFFSET
836-36-7263,Sur,Sri,H,002,HH,04/2017,199490620,557.44,24.28,,OFFSET
836-36-7263,Sur,Sri,H,003,HH,05/2019,199539049,38.23,21.64,,OFFSET
836-36-7263,Sur,Sri,H,003,HH,06/2019,199539049,179.83,21.64,,OFFSET
836-36-7263,Sur,Sri,H,003,HH,08/2014,199548566,329.36,21.64,,OFFSET
836-36-7263,Sur,Sri,H,002,HH,07/2011,199510473,11.36,21.64,,OFFSET
836-36-7263,Sur,Sri,H,001,IV,07/2002,199515685,71.36,21.64,,OFFSET
836-36-7263,Sur,Sri,H,003,AG,04/2022,199529581,111.71,21.64,,OFFSET
836-36-7263,Sur,Sri,H,002,HH,12/2010,199546823,7.36,21.64,,OFFSET
836-36-7263,Sur,Sri,H,007,IV,06/2016,199297677,892.72,24.28,,OFFSET
836-36-7263,Sur,Sri,H,005,IV,06/2010,199298525,64.72,24.28,,OFFSET
