05,HH,07,641242716,28446,1,Fontane,Asa,R,04-26-2016,,,-85.0
05,HH,11,641735596,23251,1,Mcgaughy,Mariam,R,04-04-2016,,,-34.0
05,HH,11,641735596,23251,1,Mcgaughy,Mariam,R,04-04-2016,,,-34.0
05,HH,11,641735596,23251,1,Mcgaughy,Mariam,R,04-27-2016,,,-34.0
05,HH,07,641478964,31214,1,Bushell,Lize,U,04-15-2016,,,-286.0
05,HH,01,645395058,19504,2,Biegel,Zebulon,U,04-26-2016,,,-50.0
05,HH,11,641834885,38227,1,Varnon,Kathelyne,U,04-27-2016,,,-34.0
05,HH,11,641008318,73805,1,Works,Nele,U,04-27-2016,,,-34.0
05,HH,27,340030524,67102,1,During,Newt,U,04-18-2016,,,348.0
05,HH,27,340030524,67102,1,During,Newt,U,04-18-2016,,,348.0
05,HH,27,645627535,66593,2,Hoffpauir,Karen,U,04-12-2016,,,313.0
05,HH,01,641516219,56529,3,Kastel,Zetta,V,04-18-2016,,,-25.0
05,HH,01,641516219,56529,3,Kastel,Zetta,V,04-20-2016,,,-25.0
05,HH,27,580524932,73902,1,Milissen,Mayme,V,04-22-2016,,,348.0
05,HH,27,580524932,73902,1,Milissen,Mayme,V,04-22-2016,,,348.0
05,IV,07,605369284,72958,1,Moldrem,Catheryn,,04-25-2016,,,-180.0
05,IV,07,605369284,72958,1,Moldrem,Catheryn,,04-25-2016,,,-319.0
05,IV,07,605369284,72958,1,Moldrem,Catheryn,,04-25-2016,,,-109.0
05,IV,11,694562925,47383,5,Blasenhauer,Severt,L,04-27-2016,,,-76.0
05,IV,11,645740815,9259,1,Aun,Isaura,M,04-27-2016,,,-60.0
05,IV,11,866965851,43038,2,Reitz,Agnus,R,04-27-2016,,,-45.0
05,IV,01,830966336,74939,2,Bils,Kurt,V,04-29-2016,,,-2.5
05,IV,01,830966336,74939,2,Bils,Kurt,V,04-29-2016,,,-2.5
05,IV,01,830966336,74939,2,Bils,Kurt,V,04-29-2016,,,-2.5
05,IV,01,830966336,74939,2,Bils,Kurt,V,04-29-2016,,,-2.5
05,IV,01,830966336,74939,2,Bils,Kurt,V,04-29-2016,,,-2.5
05,IV,01,830966336,74939,2,Bils,Kurt,V,04-29-2016,,,-2.5
05,HH,11,641504680,56433,1,Wadlow,Birt,,04-06-2016,,,-34.0
05,HH,11,641504680,56433,1,Wadlow,Birt,,04-27-2016,,,-34.0
05,IV,01,78036546,10439,1,Shami,Edra,R,04-05-2016,,,-12.5
02,IV,01,649398470,7984,1,Coughlan,Link,M,04-15-2016,,,-25.0
02,HH,07,641741965,8933,1,Dunneback,Wirt,V,04-13-2016,,,-195.0
02,HH,24,641741965,8933,1,Dunneback,Wirt,V,04-18-2016,,,195.0
05,IV,11,60026540,11343,2,Cenci,Cleta,W,04-27-2016,,,-34.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,27,840245001,31936,3,Armenteros,Myrna,D,04-21-2016,,,0.0
05,HH,01,645698499,17750,2,Beacher,Pelle,A,04-26-2016,,,-50.0
02,HH,01,641858309,15452,1,Hogue,Brande,M,04-19-2016,,,-50.0
05,HH,11,645668204,42132,1,Meylaers,Hervey,M,04-27-2016,,,-60.0
02,IV,01,645040095,9505,1,Lehne,Kadija,R,04-15-2016,,,-150.0
02,HH,07,641756837,17728,1,Hewson,Alberto,A,04-29-2016,,,-176.88
05,IV,01,641073952,40341,2,Bussinger,Alberto,M,04-15-2016,,,-5.0
02,HH,01,641253998,3286,1,Papiernik,Dorinda,L,04-22-2016,,,-25.0
02,IV,01,616750804,14798,1,Debue,Dorinda,M,04-13-2016,,,-12.5
05,AG,01,632061152,17558,2,Gacek,Dorinda,R,04-22-2016,,,-50.0
02,HH,01,824602477,14279,1,Degrenier,Martina,M,04-26-2016,,,-25.0
02,HH,01,645237550,1090,1,Melville,Monique,,04-15-2016,,,-50.0
05,HH,07,641471833,36904,1,Freemon,Roselle,V,04-26-2016,,,-330.0
02,IV,01,618871192,6585,1,Redle,Aniruddha,M,04-18-2016,,,-100.0
02,HH,01,645233226,8601,1,Heral,Georgette,,04-29-2016,,,-50.0
05,HH,01,641880306,25204,2,Gurke,Hortentia,W,04-15-2016,,,-77.5
